order_id,customer_id,product_id,payment_id,order_date,quantity,total_amount,name,email,country,product_name,category,price,sales_value,order_month
192,192,192,192,2025-09-11 07:35:08.374592,4,112.84,Customer 192,customer192@example.com,Australia,Smartphone 192,Home,112.84,451.36,2025-09
193,193,193,193,2026-03-04 07:35:08.374628,3,907.38,Customer 193,customer193@example.com,India,Keyboard 193,Fashion,302.46,907.3799999999999,2026-03
194,194,194,194,2026-02-17 07:35:08.374732,2,216.54,Customer 194,customer194@example.com,Usa,Smartwatch 194,Beauty,72.18,144.36,2026-02
195,195,195,195,2026-03-11 07:35:08.374770,3,94.0,Customer 195,customer195@example.com,Japan,Speaker 195,Books,47.0,141.0,2026-03
196,196,196,196,2026-01-09 07:35:08.374804,2,670.86,Customer 196,customer196@example.com,Canada,Printer 196,Beauty,335.43,670.86,2026-01
197,197,197,197,2025-12-08 07:35:08.374839,1,396.27,Customer 197,customer197@example.com,Uk,Mouse 197,Books,396.27,396.27,2025-12
198,198,198,198,2026-03-25 07:35:08.374874,1,315.82,Customer 198,customer198@example.com,Germany,Headphones 198,Beauty,157.91,157.91,2026-03
199,199,199,199,2026-06-22 07:35:08.374908,2,164.07,Customer 199,customer199@example.com,Germany,Speaker 199,Beauty,54.69,109.38,2026-06
200,200,200,200,2026-06-16 07:35:08.374942,1,350.08,Customer 200,customer200@example.com,India,Smartphone 200,Books,350.08,350.08,2026-06
201,201,201,201,2026-04-13 07:35:08.374978,2,572.02,Customer 201,customer201@example.com,Uk,Smartphone 201,Sports,286.01,572.02,2026-04
202,202,202,202,2026-03-27 07:35:08.375018,3,594.54,Customer 202,customer202@example.com,Canada,Mouse 202,Beauty,198.18,594.54,2026-03
203,203,203,203,2026-04-26 07:35:08.375054,4,878.32,Customer 203,customer203@example.com,France,Laptop 203,Beauty,439.16,1756.64,2026-04
204,204,204,204,2026-05-25 07:35:08.375089,4,806.58,Customer 204,customer204@example.com,Australia,Mouse 204,Electronics,268.86,1075.44,2026-05
205,205,205,205,2026-01-09 07:35:08.375125,5,86.18,Customer 205,customer205@example.com,Canada,Laptop 205,Sports,43.09,215.45000000000002,2026-01
206,206,206,206,2025-10-30 07:35:08.375160,3,323.7,Customer 206,customer206@example.com,Uk,Smartwatch 206,Electronics,161.85,485.54999999999995,2025-10
207,207,207,207,2026-07-03 07:35:08.375194,3,1389.21,Customer 207,customer207@example.com,Usa,Tablet 207,Electronics,463.07,1389.21,2026-07
208,208,208,208,2026-03-16 07:35:08.375229,1,476.98,Customer 208,customer208@example.com,Usa,Headphones 208,Books,476.98,476.98,2026-03
209,209,209,209,2026-05-07 07:35:08.375266,3,260.28,Customer 209,customer209@example.com,Canada,Printer 209,Books,260.28,780.8399999999999,2026-05
210,210,210,210,2026-05-01 07:35:08.375300,1,389.49,Customer 210,customer210@example.com,Usa,Laptop 210,Electronics,129.83,129.83,2026-05
211,211,211,211,2026-05-01 07:35:08.375335,2,870.15,Customer 211,customer211@example.com,India,Smartwatch 211,Electronics,290.05,580.1,2026-05
212,212,212,212,2026-02-26 07:35:08.375373,5,233.81,Customer 212,customer212@example.com,India,Smartphone 212,Sports,233.81,1169.05,2026-02
213,213,213,213,2025-09-09 07:35:08.375411,1,933.74,Customer 213,customer213@example.com,Germany,Headphones 213,Electronics,466.87,466.87,2025-09
214,214,214,214,2026-07-09 07:35:08.375452,2,1459.65,Customer 214,customer214@example.com,Japan,Printer 214,Electronics,486.55,973.1,2026-07
215,215,215,215,2026-04-01 07:35:08.375493,3,600.06,Customer 215,customer215@example.com,Uk,Speaker 215,Electronics,300.03,900.0899999999999,2026-04
216,216,216,216,2026-06-06 07:35:08.375528,2,472.34,Customer 216,customer216@example.com,France,Tablet 216,Electronics,472.34,944.68,2026-06
217,217,217,217,2026-05-12 07:35:08.375565,3,483.21,Customer 217,customer217@example.com,India,Tablet 217,Books,161.07,483.21,2026-05
218,218,218,218,2025-08-19 07:35:08.375600,3,263.26,Customer 218,customer218@example.com,Uk,Smartphone 218,Beauty,131.63,394.89,2025-08
219,219,219,219,2026-04-09 07:35:08.375635,2,59.93,Customer 219,customer219@example.com,Germany,Smartphone 219,Books,59.93,119.86,2026-04
220,220,220,220,2026-05-27 07:35:08.375669,1,997.22,Customer 220,customer220@example.com,France,Smartphone 220,Electronics,498.61,498.61,2026-05
221,221,221,221,2026-04-27 07:35:08.375703,3,48.9,Customer 221,customer221@example.com,Japan,Speaker 221,Books,24.45,73.35,2026-04
222,222,222,222,2026-01-16 07:35:08.375737,2,885.12,Customer 222,customer222@example.com,France,Printer 222,Books,442.56,885.12,2026-01
223,223,223,223,2025-11-16 07:35:08.375771,3,371.92,Customer 223,customer223@example.com,Usa,Speaker 223,Beauty,185.96,557.88,2025-11
224,224,224,224,2026-03-27 07:35:08.375805,2,538.84,Customer 224,customer224@example.com,France,Laptop 224,Books,269.42,538.84,2026-03
225,225,225,225,2026-01-29 07:35:08.375843,5,125.91,Customer 225,customer225@example.com,India,Headphones 225,Home,125.91,629.55,2026-01
226,226,226,226,2025-09-26 07:35:08.375877,2,96.02,Customer 226,customer226@example.com,Australia,Keyboard 226,Fashion,96.02,192.04,2025-09
227,227,227,227,2025-10-04 07:35:08.375914,2,96.96,Customer 227,customer227@example.com,Uk,Camera 227,Beauty,96.96,193.92,2025-10
228,228,228,228,2025-12-20 07:35:08.375949,4,524.73,Customer 228,customer228@example.com,Japan,Mouse 228,Electronics,174.91,699.64,2025-12
229,229,229,229,2025-08-13 07:35:08.375985,3,298.59,Customer 229,customer229@example.com,India,Tablet 229,Beauty,298.59,895.77,2025-08
230,230,230,230,2025-11-19 07:35:08.376021,2,331.86,Customer 230,customer230@example.com,Usa,Headphones 230,Sports,165.93,331.86,2025-11
231,231,231,231,2026-02-02 07:35:08.376056,3,15.58,Customer 231,customer231@example.com,Canada,Camera 231,Books,15.58,46.74,2026-02
232,232,232,232,2025-11-28 07:35:08.376091,5,1326.21,Customer 232,customer232@example.com,Uk,Speaker 232,Books,442.07,2210.35,2025-11
233,233,233,233,2026-01-20 07:35:08.376126,2,413.85,Customer 233,customer233@example.com,France,Laptop 233,Fashion,137.95,275.9,2026-01
234,234,234,234,2026-05-12 07:35:08.376167,1,471.8,Customer 234,customer234@example.com,Australia,Laptop 234,Books,471.8,471.8,2026-05
235,235,235,235,2025-11-22 07:35:08.376202,2,126.4,Customer 235,customer235@example.com,France,Smartwatch 235,Fashion,126.4,252.8,2025-11
236,236,236,236,2025-12-01 07:35:08.376238,1,45.22,Customer 236,customer236@example.com,Australia,Tablet 236,Electronics,22.61,22.61,2025-12
237,237,237,237,2026-03-19 07:35:08.376272,4,887.78,Customer 237,customer237@example.com,Japan,Headphones 237,Fashion,443.89,1775.56,2026-03
238,238,238,238,2026-04-06 07:35:08.376307,5,178.46,Customer 238,customer238@example.com,Canada,Smartphone 238,Beauty,178.46,892.3000000000001,2026-04
239,239,239,239,2025-10-12 07:35:08.376343,5,48.69,Customer 239,customer239@example.com,Germany,Printer 239,Fashion,48.69,243.45,2025-10
240,240,240,240,2026-05-17 07:35:08.376378,5,96.8,Customer 240,customer240@example.com,Uk,Laptop 240,Books,48.4,242.0,2026-05
241,241,241,241,2025-10-04 07:35:08.376481,5,469.0,Customer 241,customer241@example.com,India,Smartwatch 241,Sports,234.5,1172.5,2025-10
242,242,242,242,2026-01-02 07:35:08.376516,3,783.96,Customer 242,customer242@example.com,Canada,Smartphone 242,Sports,391.98,1175.94,2026-01
243,243,243,243,2025-08-12 07:35:08.376553,2,312.94,Customer 243,customer243@example.com,France,Speaker 243,Home,312.94,625.88,2025-08
244,244,244,244,2026-05-24 07:35:08.376587,3,1291.62,Customer 244,customer244@example.com,France,Smartwatch 244,Books,430.54,1291.6200000000001,2026-05
245,245,245,245,2026-01-21 07:35:08.376622,1,340.74,Customer 245,customer245@example.com,Canada,Tablet 245,Books,113.58,113.58,2026-01
246,246,246,246,2026-07-15 07:35:08.376658,4,438.84,Customer 246,customer246@example.com,Usa,Headphones 246,Home,438.84,1755.36,2026-07
247,247,247,247,2026-05-02 07:35:08.376692,4,74.94,Customer 247,customer247@example.com,Japan,Smartphone 247,Beauty,24.98,99.92,2026-05
248,248,248,248,2026-04-09 07:35:08.376729,2,598.26,Customer 248,customer248@example.com,Canada,Smartwatch 248,Electronics,199.42,398.84,2026-04
249,249,249,249,2026-02-25 07:35:08.376764,3,654.42,Customer 249,customer249@example.com,Usa,Printer 249,Home,327.21,981.6299999999999,2026-02
250,250,250,250,2025-09-23 07:35:08.376798,3,27.2,Customer 250,customer250@example.com,Japan,Mouse 250,Electronics,13.6,40.8,2025-09
251,251,251,251,2026-03-30 07:35:08.376835,1,994.5,Customer 251,customer251@example.com,India,Smartwatch 251,Fashion,331.5,331.5,2026-03
252,252,252,252,2025-10-06 07:35:08.376871,5,454.39,Customer 252,customer252@example.com,Australia,Smartwatch 252,Fashion,454.39,2271.95,2025-10
253,253,253,253,2026-05-27 07:35:08.376907,3,1272.78,Customer 253,customer253@example.com,India,Keyboard 253,Fashion,424.26,1272.78,2026-05
254,254,254,254,2026-01-22 07:35:08.376942,3,1311.0,Customer 254,customer254@example.com,India,Tablet 254,Beauty,437.0,1311.0,2026-01
255,255,255,255,2026-07-04 07:35:08.376976,2,255.23,Customer 255,customer255@example.com,Canada,Printer 255,Home,255.23,510.46,2026-07
256,256,256,256,2026-05-02 07:35:08.377011,3,295.11,Customer 256,customer256@example.com,Uk,Camera 256,Beauty,98.37,295.11,2026-05
257,257,257,257,2025-12-24 07:35:08.377048,4,146.82,Customer 257,customer257@example.com,Uk,Printer 257,Electronics,73.41,293.64,2025-12
258,258,258,258,2026-04-07 07:35:08.377085,3,37.56,Customer 258,customer258@example.com,India,Keyboard 258,Home,18.78,56.34,2026-04
259,259,259,259,2025-11-05 07:35:08.377123,3,949.5,Customer 259,customer259@example.com,Canada,Laptop 259,Fashion,474.75,1424.25,2025-11
260,260,260,260,2025-10-03 07:35:08.377175,5,121.92,Customer 260,customer260@example.com,Uk,Speaker 260,Electronics,121.92,609.6,2025-10
261,261,261,261,2026-07-21 07:35:08.377210,1,101.43,Customer 261,customer261@example.com,France,Keyboard 261,Sports,33.81,33.81,2026-07
262,262,262,262,2026-06-10 07:35:08.377246,5,701.28,Customer 262,customer262@example.com,Australia,Headphones 262,Home,350.64,1753.1999999999998,2026-06
263,263,263,263,2026-03-19 07:35:08.377281,5,394.53,Customer 263,customer263@example.com,Canada,Smartwatch 263,Electronics,394.53,1972.6499999999999,2026-03
264,264,264,264,2025-10-11 07:35:08.377317,4,124.91,Customer 264,customer264@example.com,Germany,Printer 264,Fashion,124.91,499.64,2025-10
265,265,265,265,2026-07-11 07:35:08.377354,3,278.84,Customer 265,customer265@example.com,Germany,Printer 265,Fashion,139.42,418.26,2026-07
266,266,266,266,2025-09-16 07:35:08.377389,3,981.39,Customer 266,customer266@example.com,Usa,Headphones 266,Beauty,327.13,981.39,2025-09
267,267,267,267,2026-05-07 07:35:08.377423,1,348.05,Customer 267,customer267@example.com,Australia,Smartwatch 267,Books,348.05,348.05,2026-05
268,268,268,268,2026-07-17 07:35:08.377457,2,449.4,Customer 268,customer268@example.com,Australia,Mouse 268,Beauty,224.7,449.4,2026-07
269,269,269,269,2026-02-08 07:35:08.377492,5,1306.44,Customer 269,customer269@example.com,India,Laptop 269,Beauty,435.48,2177.4,2026-02
270,270,270,270,2025-09-21 07:35:08.377529,1,341.38,Customer 270,customer270@example.com,Australia,Camera 270,Beauty,341.38,341.38,2025-09
271,271,271,271,2025-10-23 07:35:08.377563,4,256.08,Customer 271,customer271@example.com,Canada,Printer 271,Fashion,128.04,512.16,2025-10
272,272,272,272,2026-06-09 07:35:08.377599,4,329.74,Customer 272,customer272@example.com,Canada,Printer 272,Books,164.87,659.48,2026-06
273,273,273,273,2026-07-04 07:35:08.377636,2,222.72,Customer 273,customer273@example.com,France,Keyboard 273,Sports,111.36,222.72,2026-07
274,274,274,274,2025-09-10 07:35:08.377670,3,173.22,Customer 274,customer274@example.com,India,Printer 274,Electronics,57.74,173.22,2025-09
275,275,275,275,2026-04-22 07:35:08.377705,2,373.83,Customer 275,customer275@example.com,Australia,Headphones 275,Beauty,373.83,747.66,2026-04
276,276,276,276,2025-12-09 07:35:08.377741,5,1261.08,Customer 276,customer276@example.com,Japan,Laptop 276,Beauty,420.36,2101.8,2025-12
277,277,277,277,2026-05-27 07:35:08.377777,1,925.88,Customer 277,customer277@example.com,Japan,Mouse 277,Books,462.94,462.94,2026-05
278,278,278,278,2026-03-03 07:35:08.377811,4,383.56,Customer 278,customer278@example.com,Japan,Mouse 278,Beauty,383.56,1534.24,2026-03
279,279,279,279,2026-03-05 07:35:08.377846,3,1076.46,Customer 279,customer279@example.com,France,Keyboard 279,Fashion,358.82,1076.46,2026-03
280,280,280,280,2026-03-07 07:35:08.377883,4,245.38,Customer 280,customer280@example.com,Canada,Camera 280,Sports,245.38,981.52,2026-03
281,281,281,281,2026-03-25 07:35:08.377918,2,377.59,Customer 281,customer281@example.com,Usa,Tablet 281,Fashion,377.59,755.18,2026-03
282,282,282,282,2026-01-13 07:35:08.377954,2,1117.05,Customer 282,customer282@example.com,Canada,Mouse 282,Beauty,372.35,744.7,2026-01
283,283,283,283,2026-04-19 07:35:08.377988,5,326.4,Customer 283,customer283@example.com,Japan,Speaker 283,Beauty,163.2,816.0,2026-04
284,284,284,284,2025-11-10 07:35:08.378023,1,193.88,Customer 284,customer284@example.com,Germany,Smartwatch 284,Books,96.94,96.94,2025-11
285,285,285,285,2025-09-29 07:35:08.378057,1,715.5,Customer 285,customer285@example.com,France,Laptop 285,Fashion,238.5,238.5,2025-09
286,286,286,286,2025-12-31 07:35:08.378094,5,1436.76,Customer 286,customer286@example.com,India,Keyboard 286,Home,478.92,2394.6,2025-12
287,287,287,287,2026-07-27 07:35:08.378128,1,461.55,Customer 287,customer287@example.com,India,Camera 287,Fashion,153.85,153.85,2026-07
288,288,288,288,2026-01-15 07:35:08.378164,3,1331.91,Customer 288,customer288@example.com,Germany,Laptop 288,Beauty,443.97,1331.91,2026-01
289,289,289,289,2026-06-12 07:35:08.378270,2,465.75,Customer 289,customer289@example.com,Australia,Printer 289,Electronics,155.25,310.5,2026-06
290,290,290,290,2025-08-14 07:35:08.378306,2,110.73,Customer 290,customer290@example.com,Germany,Speaker 290,Electronics,110.73,221.46,2025-08
291,291,291,291,2026-01-14 07:35:08.378341,4,875.19,Customer 291,customer291@example.com,France,Keyboard 291,Electronics,291.73,1166.92,2026-01
292,292,292,292,2026-01-29 07:35:08.378375,5,380.42,Customer 292,customer292@example.com,Usa,Mouse 292,Electronics,380.42,1902.1000000000001,2026-01
293,293,293,293,2026-01-12 07:35:08.378412,5,50.2,Customer 293,customer293@example.com,Japan,Speaker 293,Beauty,25.1,125.5,2026-01
294,294,294,294,2025-10-11 07:35:08.378447,5,877.28,Customer 294,customer294@example.com,India,Laptop 294,Sports,438.64,2193.2,2025-10
295,295,295,295,2025-09-19 07:35:08.378481,3,453.76,Customer 295,customer295@example.com,India,Tablet 295,Books,453.76,1361.28,2025-09
296,296,296,296,2025-10-07 07:35:08.378516,4,304.84,Customer 296,customer296@example.com,Australia,Keyboard 296,Electronics,152.42,609.68,2025-10
297,297,297,297,2025-08-10 07:35:08.378550,5,248.07,Customer 297,customer297@example.com,Canada,Tablet 297,Fashion,248.07,1240.35,2025-08
298,298,298,298,2026-05-24 07:35:08.378584,3,789.94,Customer 298,customer298@example.com,Usa,Camera 298,Home,394.97,1184.91,2026-05
299,299,299,299,2026-03-19 07:35:08.378619,1,1267.44,Customer 299,customer299@example.com,Uk,Mouse 299,Electronics,422.48,422.48,2026-03
300,300,300,300,2025-12-02 07:35:08.378655,2,908.18,Customer 300,customer300@example.com,Japan,Mouse 300,Home,454.09,908.18,2025-12
301,301,301,301,2026-03-31 07:35:08.378691,5,163.11,Customer 301,customer301@example.com,Australia,Keyboard 301,Sports,54.37,271.84999999999997,2026-03
302,302,302,302,2026-01-23 07:35:08.378726,2,29.81,Customer 302,customer302@example.com,Uk,Printer 302,Fashion,29.81,59.62,2026-01
303,303,303,303,2025-10-08 07:35:08.378760,5,506.37,Customer 303,customer303@example.com,Usa,Laptop 303,Beauty,168.79,843.9499999999999,2025-10
304,304,304,304,2026-02-05 07:35:08.378797,4,388.8,Customer 304,customer304@example.com,Canada,Keyboard 304,Fashion,194.4,777.6,2026-02
305,305,305,305,2025-09-26 07:35:08.378831,1,442.8,Customer 305,customer305@example.com,Canada,Keyboard 305,Beauty,147.6,147.6,2025-09
306,306,306,306,2026-05-27 07:35:08.378865,5,898.47,Customer 306,customer306@example.com,Australia,Printer 306,Home,299.49,1497.45,2026-05
307,307,307,307,2025-09-28 07:35:08.378899,5,409.65,Customer 307,customer307@example.com,Uk,Laptop 307,Home,136.55,682.75,2025-09
308,308,308,308,2025-09-15 07:35:08.378934,5,833.76,Customer 308,customer308@example.com,Australia,Headphones 308,Home,416.88,2084.4,2025-09
309,309,309,309,2025-08-15 07:35:08.378973,4,63.2,Customer 309,customer309@example.com,Japan,Speaker 309,Home,63.2,252.8,2025-08
310,310,310,310,2025-09-26 07:35:08.379012,5,378.67,Customer 310,customer310@example.com,Usa,Keyboard 310,Sports,378.67,1893.3500000000001,2025-09
311,311,311,311,2025-08-09 07:35:08.379047,5,396.88,Customer 311,customer311@example.com,Japan,Tablet 311,Books,396.88,1984.4,2025-08
312,312,312,312,2026-07-28 07:35:08.379113,5,630.72,Customer 312,customer312@example.com,France,Mouse 312,Sports,210.24,1051.2,2026-07
313,313,313,313,2026-03-20 07:35:08.379155,5,124.46,Customer 313,customer313@example.com,India,Speaker 313,Fashion,62.23,311.15,2026-03
314,314,314,314,2025-10-20 07:35:08.379194,4,788.12,Customer 314,customer314@example.com,Germany,Speaker 314,Sports,394.06,1576.24,2025-10
315,315,315,315,2026-01-07 07:35:08.379230,3,1181.16,Customer 315,customer315@example.com,Canada,Tablet 315,Books,393.72,1181.16,2026-01
316,316,316,316,2026-04-09 07:35:08.379267,3,463.67,Customer 316,customer316@example.com,Canada,Headphones 316,Books,463.67,1391.01,2026-04
317,317,317,317,2026-07-26 07:35:08.379303,2,1420.2,Customer 317,customer317@example.com,France,Mouse 317,Electronics,473.4,946.8,2026-07
318,318,318,318,2026-05-12 07:35:08.379337,1,680.54,Customer 318,customer318@example.com,Germany,Mouse 318,Home,340.27,340.27,2026-05
319,319,319,319,2026-04-07 07:35:08.379372,5,279.3,Customer 319,customer319@example.com,Usa,Smartphone 319,Electronics,279.3,1396.5,2026-04
320,320,320,320,2026-03-22 07:35:08.379407,5,769.65,Customer 320,customer320@example.com,Canada,Keyboard 320,Electronics,256.55,1282.75,2026-03
321,321,321,321,2026-06-27 07:35:08.379441,4,707.25,Customer 321,customer321@example.com,India,Printer 321,Beauty,235.75,943.0,2026-06
322,322,322,322,2026-06-23 07:35:08.379476,5,150.77,Customer 322,customer322@example.com,Usa,Smartwatch 322,Home,150.77,753.85,2026-06
323,323,323,323,2026-04-17 07:35:08.379510,2,371.19,Customer 323,customer323@example.com,Uk,Tablet 323,Books,371.19,742.38,2026-04
324,324,324,324,2025-09-17 07:35:08.379546,3,26.5,Customer 324,customer324@example.com,Canada,Printer 324,Sports,13.25,39.75,2025-09
325,325,325,325,2025-11-29 07:35:08.379582,5,377.58,Customer 325,customer325@example.com,France,Speaker 325,Home,377.58,1887.8999999999999,2025-11
326,326,326,326,2026-01-18 07:35:08.379616,5,164.67,Customer 326,customer326@example.com,Canada,Keyboard 326,Books,164.67,823.3499999999999,2026-01
327,327,327,327,2025-12-26 07:35:08.379652,2,959.36,Customer 327,customer327@example.com,Germany,Smartwatch 327,Books,479.68,959.36,2025-12
328,328,328,328,2025-10-20 07:35:08.379686,4,244.0,Customer 328,customer328@example.com,Uk,Mouse 328,Beauty,122.0,488.0,2025-10
329,329,329,329,2026-03-25 07:35:08.379721,5,1493.49,Customer 329,customer329@example.com,Japan,Printer 329,Home,497.83,2489.15,2026-03
330,330,330,330,2025-10-18 07:35:08.379755,5,114.38,Customer 330,customer330@example.com,France,Printer 330,Beauty,57.19,285.95,2025-10
331,331,331,331,2026-01-31 07:35:08.379789,3,985.29,Customer 331,customer331@example.com,Germany,Mouse 331,Sports,328.43,985.29,2026-01
332,332,332,332,2025-10-12 07:35:08.379824,4,323.88,Customer 332,customer332@example.com,Australia,Headphones 332,Home,323.88,1295.52,2025-10
333,333,333,333,2025-10-04 07:35:08.379858,5,651.76,Customer 333,customer333@example.com,France,Smartwatch 333,Sports,325.88,1629.4,2025-10
334,334,334,334,2025-10-24 07:35:08.379892,1,91.79,Customer 334,customer334@example.com,France,Smartphone 334,Home,91.79,91.79,2025-10
335,335,335,335,2026-05-25 07:35:08.379926,5,122.38,Customer 335,customer335@example.com,Canada,Speaker 335,Fashion,122.38,611.9,2026-05
336,336,336,336,2025-10-28 07:35:08.379968,2,1404.24,Customer 336,customer336@example.com,Australia,Printer 336,Sports,468.08,936.16,2025-10
337,337,337,337,2025-10-28 07:35:08.380073,2,323.37,Customer 337,customer337@example.com,Japan,Keyboard 337,Beauty,323.37,646.74,2025-10
338,338,338,338,2025-10-31 07:35:08.380109,1,1228.62,Customer 338,customer338@example.com,Usa,Laptop 338,Sports,409.54,409.54,2025-10
339,339,339,339,2026-01-10 07:35:08.380144,2,193.09,Customer 339,customer339@example.com,Germany,Laptop 339,Sports,193.09,386.18,2026-01
340,340,340,340,2025-11-01 07:35:08.380180,3,811.42,Customer 340,customer340@example.com,Germany,Keyboard 340,Sports,405.71,1217.1299999999999,2025-11
341,341,341,341,2026-05-15 07:35:08.380214,1,430.05,Customer 341,customer341@example.com,Australia,Mouse 341,Books,143.35,143.35,2026-05
342,342,342,342,2025-12-28 07:35:08.380248,3,108.4,Customer 342,customer342@example.com,Australia,Laptop 342,Home,54.2,162.60000000000002,2025-12
343,343,343,343,2026-01-17 07:35:08.380282,1,44.98,Customer 343,customer343@example.com,Usa,Smartwatch 343,Books,44.98,44.98,2026-01
344,344,344,344,2026-02-22 07:35:08.380317,3,387.79,Customer 344,customer344@example.com,Germany,Printer 344,Beauty,387.79,1163.3700000000001,2026-02
345,345,345,345,2025-09-10 07:35:08.380352,4,889.76,Customer 345,customer345@example.com,France,Tablet 345,Fashion,444.88,1779.52,2025-09
346,346,346,346,2026-01-22 07:35:08.380386,1,393.9,Customer 346,customer346@example.com,Usa,Laptop 346,Sports,393.9,393.9,2026-01
347,347,347,347,2026-02-19 07:35:08.380420,5,977.52,Customer 347,customer347@example.com,Usa,Laptop 347,Fashion,325.84,1629.1999999999998,2026-02
348,348,348,348,2025-08-09 07:35:08.380463,4,247.8,Customer 348,customer348@example.com,Uk,Smartwatch 348,Electronics,247.8,991.2,2025-08
349,349,349,349,2025-10-27 07:35:08.380501,3,177.14,Customer 349,customer349@example.com,France,Mouse 349,Sports,88.57,265.71,2025-10
350,350,350,350,2026-01-14 07:35:08.380538,2,501.42,Customer 350,customer350@example.com,India,Mouse 350,Home,167.14,334.28,2026-01
351,351,351,351,2026-05-01 07:35:08.380574,1,57.17,Customer 351,customer351@example.com,Japan,Camera 351,Electronics,57.17,57.17,2026-05
352,352,352,352,2025-09-24 07:35:08.380608,1,315.75,Customer 352,customer352@example.com,Japan,Printer 352,Sports,315.75,315.75,2025-09
353,353,353,353,2026-07-02 07:35:08.380644,5,939.48,Customer 353,customer353@example.com,India,Keyboard 353,Beauty,469.74,2348.7,2026-07
354,354,354,354,2025-08-29 07:35:08.380684,2,369.6,Customer 354,customer354@example.com,Canada,Smartphone 354,Beauty,123.2,246.4,2025-08
355,355,355,355,2026-04-30 07:35:08.380718,5,681.0,Customer 355,customer355@example.com,Canada,Mouse 355,Fashion,340.5,1702.5,2026-04
356,356,356,356,2025-09-10 07:35:08.380752,4,838.62,Customer 356,customer356@example.com,Australia,Camera 356,Fashion,279.54,1118.16,2025-09
357,357,357,357,2026-03-08 07:35:08.380788,5,229.27,Customer 357,customer357@example.com,France,Camera 357,Books,229.27,1146.3500000000001,2026-03
358,358,358,358,2025-10-20 07:35:08.380823,5,1164.15,Customer 358,customer358@example.com,Germany,Camera 358,Electronics,388.05,1940.25,2025-10
359,359,359,359,2025-10-12 07:35:08.380858,4,397.29,Customer 359,customer359@example.com,France,Camera 359,Sports,132.43,529.72,2025-10
360,360,360,360,2026-02-10 07:35:08.380893,3,314.38,Customer 360,customer360@example.com,Canada,Mouse 360,Beauty,157.19,471.57,2026-02
361,361,361,361,2026-05-16 07:35:08.380933,3,478.02,Customer 361,customer361@example.com,Usa,Speaker 361,Electronics,159.34,478.02,2026-05
362,362,362,362,2026-05-17 07:35:08.380967,2,514.64,Customer 362,customer362@example.com,Australia,Mouse 362,Sports,257.32,514.64,2026-05
363,363,363,363,2025-10-18 07:35:08.381003,2,511.78,Customer 363,customer363@example.com,France,Smartphone 363,Books,255.89,511.78,2025-10
364,364,364,364,2026-06-16 07:35:08.381038,1,421.41,Customer 364,customer364@example.com,Germany,Tablet 364,Electronics,140.47,140.47,2026-06
365,365,365,365,2026-07-09 07:35:08.381072,2,493.95,Customer 365,customer365@example.com,Usa,Smartwatch 365,Home,493.95,987.9,2026-07
366,366,366,366,2026-06-05 07:35:08.381106,3,928.2,Customer 366,customer366@example.com,Usa,Tablet 366,Sports,464.1,1392.3000000000002,2026-06
367,367,367,367,2025-08-10 07:35:08.381141,1,755.34,Customer 367,customer367@example.com,Germany,Keyboard 367,Sports,377.67,377.67,2025-08
368,368,368,368,2026-03-15 07:35:08.381175,3,36.01,Customer 368,customer368@example.com,Germany,Mouse 368,Fashion,36.01,108.03,2026-03
369,369,369,369,2025-12-09 07:35:08.381209,5,1304.16,Customer 369,customer369@example.com,Canada,Camera 369,Books,434.72,2173.6000000000004,2025-12
370,370,370,370,2026-04-02 07:35:08.381244,5,359.84,Customer 370,customer370@example.com,Japan,Headphones 370,Electronics,179.92,899.5999999999999,2026-04
371,371,371,371,2025-11-07 07:35:08.381279,5,1348.86,Customer 371,customer371@example.com,Germany,Headphones 371,Fashion,449.62,2248.1,2025-11
372,372,372,372,2025-10-07 07:35:08.381315,5,690.27,Customer 372,customer372@example.com,France,Mouse 372,Fashion,230.09,1150.45,2025-10
373,373,373,373,2025-11-01 07:35:08.381354,1,331.55,Customer 373,customer373@example.com,Uk,Speaker 373,Home,331.55,331.55,2025-11
374,374,374,374,2026-06-07 07:35:08.381389,2,375.35,Customer 374,customer374@example.com,Japan,Smartwatch 374,Books,375.35,750.7,2026-06
375,375,375,375,2025-11-29 07:35:08.381423,2,369.45,Customer 375,customer375@example.com,Germany,Mouse 375,Home,123.15,246.3,2025-11
376,376,376,376,2026-03-15 07:35:08.381457,4,90.26,Customer 376,customer376@example.com,Australia,Printer 376,Home,90.26,361.04,2026-03
377,377,377,377,2025-09-23 07:35:08.381491,4,1334.76,Customer 377,customer377@example.com,Australia,Camera 377,Books,444.92,1779.68,2025-09
378,378,378,378,2025-11-08 07:35:08.381526,5,462.58,Customer 378,customer378@example.com,Usa,Keyboard 378,Electronics,231.29,1156.45,2025-11
379,379,379,379,2025-12-07 07:35:08.381559,2,450.76,Customer 379,customer379@example.com,Usa,Tablet 379,Fashion,225.38,450.76,2025-12
380,380,380,380,2025-08-09 07:35:08.381592,5,364.1,Customer 380,customer380@example.com,Australia,Printer 380,Electronics,364.1,1820.5,2025-08
381,381,381,381,2026-06-15 07:35:08.381625,1,397.62,Customer 381,customer381@example.com,Germany,Printer 381,Electronics,132.54,132.54,2026-06
382,382,382,382,2025-08-28 07:35:08.381660,2,196.5,Customer 382,customer382@example.com,Uk,Speaker 382,Sports,196.5,393.0,2025-08
